NAME,state,geoid,total_returns,eitc_returns,eitc_participation_rate,federal_eitc_avg_amount,federal_eitc_total_amount,state_eitc_avg_amount,state_eitc_total_amount,ctc_returns,ctc_participation_rate,ctc_avg_amount,ctc_total_amount,total_population
Hawaii (Statewide),15,15,695450,84490,0.12149,2375.07,200670000,950.03,80268000,58910,0.084708,1988.27,117129000,1455271
