NAME,state,geoid,total_returns,eitc_returns,eitc_participation_rate,federal_eitc_avg_amount,federal_eitc_total_amount,state_eitc_avg_amount,state_eitc_total_amount,ctc_returns,ctc_participation_rate,ctc_avg_amount,ctc_total_amount,total_population
Hawaii (Statewide),15,15,674660,84010,0.124522,2198.43,184690000,879.37,73876000,60600,0.089823,1943.66,117786000,1455271
